24.78,1005.9407810535812,28.480229119578055
24.78,1005.9407810535812,28.485709240451754
24.78,1005.9128474747268,28.496669455995654
24.78,1005.9869276510385,28.518526891106625
24.78,1005.9225683082025,28.502212529207345
24.77,1005.966023406533,28.524316428656448
24.77,1005.9241236659692,28.52979636229578
24.76,1005.9253521335713,28.55190410247873
24.75,1005.9739527631671,28.563176835995044
24.75,1005.9363004492473,28.56859387546995
24.74,1005.9193160421621,28.574323770829025
24.75,1005.9375281567163,28.585220317182795
24.73,1005.9302632180589,28.591012166721598
24.73,1005.9958455603396,28.618471285571843
24.73,1005.9779600959182,28.618528796291173
24.72,1005.905112894266,28.61877798610504
24.72,1005.9287974733996,28.629798527649285
24.71,1005.9245512294216,28.64081891224662
24.71,1005.930023956082,28.657380232097132
24.7,1005.9172851298256,28.67400308315418
24.7,1005.9354964861867,28.684898881190243
24.69,1005.9840890180161,28.701644599652106
24.69,1005.9561593620284,28.729038008702233
24.69,1005.9479930891503,28.740113784943393
24.68,1006.0232878860604,28.756672524589337
24.68,1005.9449718051511,28.76775239992656
24.68,1005.967429399836,28.81693548521141
24.67,1005.904303743004,28.82271960761324
24.66,1005.9516678728119,28.828320061059358
24.66,1005.9613854703493,28.86672797366206
24.64,1005.8718845590381,28.850776771471622
24.65,1005.9164711764306,28.839581588186608
24.64,1005.9975580231715,28.834343109237604
24.64,1005.927739375958,28.845298892789494
24.63,1005.9107531502185,28.845542847298496
24.63,1006.0000038308801,28.823753926157035
24.62,1005.9399035243638,28.823815023772127
24.62,1005.935656832283,28.82935379334392
24.61,1005.9505163424353,28.829541671851562
24.61,1005.9505163424353,28.84597436636525
24.6,1005.9435720157303,28.829842230861033
24.6,1005.8916406299021,28.835263334344514
24.59,1005.9447942893567,28.819070656515258
24.59,1005.9405474462064,28.808177078817636
24.58,1005.9278069550452,28.78645143963131
24.57,1005.9666686404919,28.797650817975477
24.57,1005.8786486193584,28.792234886946602
24.56,1005.8938325927917,28.786941507382945
24.56,1005.9415133091356,28.792536279522288
24.55,1005.9050957834339,28.776227887238676
24.55,1005.938487098621,28.803734833242608
24.55,1005.8911340076854,28.781704834842394
24.53,1005.9324336352652,28.78231741279727
24.53,1005.9548891604657,28.787671615736365
24.53,1005.9227194259987,28.787732835338765
24.52,1005.9518617483419,28.798869613686794
24.51,1005.9670421761308,28.804529521589938
24.5,1005.9364190901339,28.79381655806913
24.5,1005.8957563999026,28.81042881345601
24.49,1005.9151832058353,28.799598559505252
24.49,1005.8969756458298,28.81061200739658
24.48,1005.8981946134784,28.832699368027438
24.48,1005.926115093506,28.843651409682668
24.47,1005.9230861690336,28.84389488891832
24.46,1005.9665105428056,28.87145170828734
24.46,1005.9118890018917,28.871633823482906
24.46,1005.9398083973986,28.893536440522098
24.45,1005.9313135836927,28.899133172192233
24.45,1005.9228187955808,28.899254261942385
24.44,1005.9197885470753,28.915922540286527
24.43,1005.9853371854126,28.937884243680237
24.43,1005.9489235932373,28.938004881593773
24.42,1005.9043423548629,28.94919171402261
24.41,1005.9249810449578,28.965917743917892
24.41,1005.8970638608341,28.965917743917892
24.41,1005.9808154803898,28.954967871295644
24.39,1005.9316599113149,28.960743661618537
24.4,1005.9541136691128,28.971573004598408
24.39,1005.9650392768954,28.99371218974053
24.38,1005.9049588332495,28.982822861482585
24.38,1005.9301691151729,28.994007446442136
24.37,1005.9313837532923,29.010610614224117
24.37,1005.9356315156432,29.010550741665625
24.37,1005.9453415325801,29.01608502140385
24.37,1005.9077158600567,29.02149960711768
24.35,1005.8961875484995,29.027332688317234
24.36,1005.9046829017117,29.027213143931977
24.35,1005.9241025324529,29.043755356647008
24.35,1005.9156069772732,29.03840055788685
24.34,1005.8931541805708,29.060416289157704
24.34,1005.9226091691727,29.055116457819796
24.33,1005.9044042638308,29.060650011516575
24.33,1005.9280704789894,29.060709581979307
24.33,1005.9098656377785,29.0607691500757
24.33,1005.9335315924483,29.066302568335985
24.32,1005.916539877489,29.06106695506266
24.31,1005.8898396613206,29.083140130142123
24.31,1005.8940875042905,29.083080700595307
24.31,1005.9274611627718,29.105093818719592
24.3,1005.9232131619292,29.105153123916427
